LotArea,OverallQual,OverallCond,YearBuilt,TotalBsmtSF,GrLivArea,GarageCars,GarageArea,SalePrice
10656,8,5,2006,1638,1646,3,870,248900
6970,4,5,1961,1040,1120,2,544,129000
14762,5,6,1948,0,2320,2,672,169000
9938,7,5,1993,1050,1949,2,574,236000
6600,5,5,1962,894,894,1,308,109500
8750,6,5,1998,804,1682,2,523,200500
8892,5,7,1953,105,910,2,414,116000
12144,5,7,1949,832,1268,1,288,133000
5720,5,6,1941,676,1131,1,200,66500
9000,8,5,2007,1184,2610,2,550,303477
25286,4,5,1963,1064,1040,2,648,132250
8834,9,5,2004,1462,2224,3,738,350000
11782,5,7,1961,1109,1155,2,576,148000
7000,5,8,1978,864,864,1,336,136500
7024,5,5,2005,1090,1090,2,450,157000
13758,7,5,1990,1156,1717,2,400,187500
9636,6,5,1992,808,1593,2,389,178000
6204,4,5,1912,795,2230,1,440,118500
7150,5,5,1967,892,892,1,288,100000
5119,9,5,1999,1698,1709,2,506,328900
8393,5,5,1959,1626,1712,2,588,145000
16466,5,7,1955,816,1393,1,300,135500
15865,8,6,1970,2217,2217,2,621,268000
12160,6,4,1953,1505,1505,2,505,149500
8064,5,7,1949,672,924,2,576,122900
11184,6,5,1978,918,1683,2,440,172500
8414,6,8,1963,1059,1068,1,264,154500
13284,5,5,1954,1383,1383,1,354,165000
7018,5,5,1979,0,1535,2,400,118858
7056,6,5,1963,780,1796,2,483,140000
8765,4,6,1936,951,951,1,327,106500
7018,5,5,1979,0,2240,2,528,142953
12919,9,5,2009,2330,2364,3,820,611657
6993,5,7,1961,912,1236,1,288,135000
7340,4,6,1971,858,858,1,684,110000
8712,5,7,1957,992,1306,1,756,153000
7875,7,5,2003,783,1509,2,393,180000
14859,7,5,2006,1670,1670,3,690,240000
6173,5,6,1967,876,902,1,288,125500
9920,5,5,1954,1056,1063,1,280,128000
13501,8,5,2006,1623,1636,3,865,255000
11500,7,7,1936,1017,2057,1,180,250000
8885,5,5,1983,864,902,2,484,131000
12589,6,5,2005,742,1484,2,390,174000
11600,5,5,1960,1105,2274,2,480,154300
9286,5,7,1977,1268,1268,1,252,143500
6120,5,7,1925,768,1015,1,450,88000
6270,5,6,1949,1001,2002,3,871,145000
3000,6,5,2009,612,1224,2,528,173733
2001,4,5,1970,546,1092,1,286,75000
9000,2,3,1949,480,480,1,308,35311
17140,4,6,1956,1134,1229,1,284,135000
13125,7,5,1991,1104,2127,3,833,238000
11029,6,8,1958,1184,1414,2,601,176500
8462,6,5,1994,928,1721,2,471,201000
8777,5,7,1900,1272,2200,0,0,145900
10237,6,5,2005,1316,1316,2,397,169990
8012,6,5,1993,1604,1617,2,533,193000
10240,6,6,1980,1686,1686,2,612,207500
15611,5,6,1977,1126,1126,2,540,175000
11999,8,5,2003,1181,2374,3,656,285000
9900,7,5,1968,832,1978,2,486,176000
11838,8,5,2001,1753,1788,2,522,236500
13006,7,5,1997,964,2236,2,642,222000
8925,8,5,2007,1466,1466,3,610,201000
9100,5,6,1965,925,925,1,429,117500
11670,9,5,2006,1905,1905,3,788,320000
8487,7,5,2004,1500,1500,2,570,190000
27650,7,7,1960,585,2069,2,505,242000
5825,4,5,1926,600,747,2,528,79900
10083,7,5,2003,1176,1200,2,555,184900
9675,7,5,2005,1113,1971,2,689,253000
8760,7,5,2006,1391,1962,3,868,239799
24090,7,7,1940,1032,2403,1,349,244400
12640,6,5,1976,1728,1728,2,574,150900
8755,7,5,1999,992,2060,2,390,214000
7711,4,3,1977,1440,1440,0,0,150000
25000,5,4,1967,1632,1632,2,576,143000
14375,6,6,1958,819,1344,2,525,137500
8820,5,6,1890,1088,1869,2,456,124900
8163,5,6,1959,1144,1144,1,796,143000
14536,8,5,2002,1616,1629,3,808,270000
14006,7,5,2002,936,1776,2,474,192500
9360,6,7,1972,1161,1381,2,676,197500
7200,5,8,1950,864,864,2,720,129000
7800,5,5,1965,828,965,1,300,119900
7200,5,8,1972,768,768,1,396,133900
11075,5,4,1969,784,1968,2,530,172000
9400,6,5,1975,945,980,0,0,127500
7136,6,6,1946,979,1958,2,492,145000
1300,6,6,1980,561,1229,2,462,124000
7420,5,5,1962,1057,1057,2,576,132000
8450,7,5,2003,1337,1337,2,531,185000
2572,7,5,1999,696,1416,2,484,155000
7207,5,7,1958,858,858,0,0,116500
12227,6,7,1977,1330,2872,2,619,272000
2308,6,6,1976,804,1548,2,440,155000
11923,9,5,2007,1800,1800,2,702,239000
11316,7,5,2002,817,1894,2,510,214900
10237,6,5,2005,783,1484,2,393,178900
9600,5,7,1940,728,1308,1,256,160000
7390,5,7,1955,1098,1098,1,260,135000
5925,3,6,1910,600,968,0,0,37900
10382,6,5,1958,588,1095,1,264,140000
10800,4,4,1949,720,1192,0,0,135000
2268,7,5,2003,764,1626,2,474,173000
7892,6,5,1979,918,918,1,264,99500
11639,7,5,2007,1428,1428,2,480,182000
11414,7,8,1910,728,2019,2,532,167500
2651,7,5,2000,673,1382,2,490,165000
5900,4,7,1923,440,869,0,0,85500
4274,7,5,2006,1241,1241,2,569,199900
9450,4,5,1954,894,894,2,400,110000
8816,5,6,1963,1121,1121,2,480,139000
12122,7,9,1961,944,999,2,588,178400
12203,8,5,1998,1225,2612,3,676,336000
3182,7,5,2007,1266,1266,2,388,159895
11250,8,5,2002,1128,2290,2,779,255900
10125,5,5,1977,0,1734,2,539,126000
10880,5,5,1950,1164,1164,1,240,125000
5310,6,8,1910,485,1635,1,255,117000
10159,9,5,2009,1930,1940,3,606,395192
12046,6,6,1976,848,2030,2,551,195000
8125,7,5,2006,770,1576,2,614,197000
9452,8,5,1997,1396,2392,3,870,348000
17671,8,9,1882,916,1742,2,424,168000
9760,6,8,1964,822,1851,2,440,187000
8846,6,5,2005,750,1500,2,564,173900
12456,10,5,2006,1700,1718,3,786,337500
4712,4,7,1946,747,1230,1,305,121600
10659,5,6,1961,1050,1050,1,368,136500
11717,6,6,1970,1442,1442,2,615,185000
9786,3,4,1922,1007,1077,1,210,91000
6762,7,5,2006,1187,1208,2,632,206000
10206,3,3,1952,0,944,2,528,82000
5400,5,6,1920,691,691,1,216,86000
11957,8,5,2006,1574,1574,3,824,232000
11500,5,6,1976,1680,1680,2,528,136905
3182,7,5,2005,1346,1504,2,457,181000
8385,5,8,1977,985,985,1,328,149900
12155,6,3,1970,1657,1657,2,484,163500
2217,4,4,1970,546,1092,1,286,88000
12118,7,5,2004,1710,1710,2,550,240000
6000,5,5,1926,1008,1522,0,0,102000
21286,5,5,1948,720,1271,1,312,135000
9825,5,5,1965,0,1664,0,0,100000
10592,6,7,1923,602,1502,1,180,165000
7200,5,4,1910,1022,1022,1,280,85000
11664,6,5,1948,1082,1082,1,240,119200
8400,8,6,2001,810,1665,2,528,227000
11883,7,5,1996,1504,1504,2,478,203000
5814,8,5,1984,1220,1360,2,565,187500
10784,7,5,1991,384,1472,2,402,160000
3013,7,5,2005,1362,1506,2,440,213490
7024,4,5,2005,1132,1132,2,451,176000
7406,7,5,2006,1199,1220,2,632,194000
9439,5,5,1930,912,1248,1,160,87000
3182,7,5,2005,1346,1504,2,437,191000
15498,8,6,1976,1565,2898,2,665,287000
7700,5,5,1972,882,882,2,461,112500
9300,5,5,1960,1268,1264,2,461,167500
9520,8,5,2007,1638,1646,3,800,293077
9492,5,5,1941,768,1376,1,240,105000
1680,6,7,1972,672,1218,1,264,118000
7082,5,8,1916,686,1928,0,0,160000
15863,7,3,1920,824,3082,2,672,197000
14541,8,7,1993,1338,2520,3,796,310000
8125,7,5,2002,1654,1654,3,900,230000
6305,5,7,1938,920,954,1,240,119750
11500,4,3,1957,0,845,1,290,84000
12898,9,5,2007,1620,1620,3,912,315500
9240,8,5,2001,1055,2263,2,905,287000
1533,4,6,1970,546,1344,0,0,97000
1477,4,4,1970,630,630,1,286,80000
13125,5,4,1957,1134,1803,2,484,155000
9130,6,8,1966,800,1632,2,484,173000
5381,6,5,2005,1306,1306,2,624,196000
11839,7,5,1990,1475,2329,2,514,262280
9600,8,5,1981,2524,2524,2,542,278000
13680,3,5,1955,0,1733,2,452,139600
16056,9,5,2005,1992,2868,3,716,556581
9245,5,5,1994,990,990,2,672,145000
21750,5,4,1960,0,1771,2,336,115000
11100,4,7,1946,0,930,1,308,84900
8993,7,5,2007,1302,1302,2,436,176485
11175,7,5,2007,1316,1316,2,440,200141
9500,6,6,1964,816,1977,2,540,165000
8562,5,6,1957,1216,1526,1,364,144500
11367,8,5,2002,1065,1989,2,586,255000
11361,6,5,1976,1193,1523,2,478,180000
7052,7,5,2005,1364,1364,2,484,185850
29959,7,6,1994,973,1850,2,467,248000
11308,9,5,2008,1104,2184,3,836,335000
11275,6,7,1932,854,1991,2,432,220000
4920,8,5,2001,1338,1338,2,582,213500
18000,3,4,1935,894,894,3,1248,81000
13600,5,5,1900,662,2337,2,560,90000
6000,6,6,1925,1103,1103,2,440,110500
11000,5,6,1966,1154,1154,2,480,154000
14000,7,5,1996,1306,2260,2,533,328000
7837,6,7,1993,799,1571,2,380,178000
9760,6,6,1964,780,1611,2,442,167900
3964,6,4,1973,942,2521,2,576,151400
9600,5,7,1949,845,893,2,576,135000
10152,5,5,1956,1048,1048,1,286,135000
11700,6,6,1968,727,1556,2,441,154000
7585,5,3,1948,810,1456,1,280,91500
7950,6,6,1977,690,1426,2,440,159500
8556,7,5,2006,1240,1240,3,826,194000
13125,7,6,1940,800,1740,1,240,219500
10800,5,8,1936,796,1466,2,566,170000
15870,5,5,1969,1096,1096,1,299,138800
4435,6,5,2004,848,848,2,420,155900
8775,5,5,1994,990,990,1,299,126000
11040,6,7,1971,1258,1258,2,528,145000
7500,5,5,1963,1040,1040,1,308,133000
8749,7,5,2002,1459,1459,2,527,192000
8800,6,6,1964,1251,1251,1,461,160000
13031,6,5,1995,691,1498,2,409,187500
9069,6,6,1992,936,996,2,564,147000
1974,4,5,1973,546,1092,1,286,83500
10574,8,5,2005,1082,1953,3,1043,252000
2522,7,5,2004,970,1709,2,380,137500
3316,8,5,2005,1247,1247,2,550,197000
8544,3,4,1950,0,1040,2,400,92900
2160,7,5,1999,600,1252,2,462,160000
8400,6,5,1925,1181,1694,2,576,136500
9230,5,8,1965,864,1200,2,884,146000
5868,5,7,1956,936,936,1,308,129000
